,ID,processed_question_locution,question_type,processed_preceding_locution,processed_response_locutions,response_length,response_loc_count,WordperLoc,EMperLoc,DefIllperLoc,MAperLoc,RAperLoc,CAperLoc,question_speaker,preceding_speaker,response_speaker,same_speaker_pq,same_speaker_rq,question_speaker_role,preceding_speaker_role,response_speaker_role
58,18290_1,Let me ask you about the app.  Where are we with this app.,Pure Questioning,,"['The app will be brought forward in due course ', 'The system that we have got in place today is drawing on over 25,000 callers who will be implementing the system']",29,2,14.5,0.0,0.0,0.0,0.5,0.5,Fiona Bruce,,Helen Whately,0,1,1,0,2
59,18290_2,Is it just not working,Assertive Questioning,we don't have it,"['The app will support as we go further down the path ', 'but the important thing is we have got to a point that']",23,2,11.5,0.0,0.5,0.5,0.5,0.0,Fiona Bruce,Fiona Bruce,Helen Whately,2,1,1,1,2
60,18290_3,What's happening with it?  Just update us,Pure Questioning,Is it just not working,"['The app will support as we go further down the path ', 'but the important thing is we have got to a point that']",23,2,11.5,0.0,0.5,0.5,0.5,0.0,Fiona Bruce,Fiona Bruce,Helen Whately,2,1,1,1,2
61,18291_1,how useful this app will be,Pure Questioning,,"['The First Minister of Scotland said she was reticent to announce the moving from lockdown in Scotland ', 'I understand where she is coming from ', 'We have got to a point for me personally -- I may not be her biggest fan but her coming out at 12.30 every day, talking to us personally, giving us the brief she has given us ', 'then for the Westminster Parliament to do what has happened over the last few weeks and say what they have said and give that mistrust ', 'It is not like anything else that has ever happened ', 'This pandemic has hit us all hard']",125,6,20.83333333333333,0.1666666666666666,0.0,0.0,0.5,0.0,Sean Unknown,,David Unknown,0,1,3,0,3
62,18292_1,"What's stopping you reaching the capacity for 15,000 tests",Pure Questioning,the strategy has come together in exactly the right timing to make sure we have the capacity in place to provide the support that individuals in the country,"['We are constantly expanding the range of individuals who are able to get tests ', 'we are doing a great dial more availability of testing within care homes ', 'We have mobile services moving around the country ', 'We have much more capacity available for people to go to to get particular tests ', 'We have availability of test recalls for key workers and home care workers ', 'There are a whole range of different areas where we have expanded the capacity and eligibility to make sure individuals can get the tests they require']",92,6,15.333333333333334,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,John Swinney,John Swinney,1,1,1,2,2
63,18293_1,Why is it that other nations around the world have managed to expedite these processes,Rhetorical Questioning,Track and trace appears to be encountering delay issues in the rolling out process both north and south of the border,"['Are you referring to things like the app ', 'There are apps already being used in Germany, South Korea, other countries ', 'while we are still trying to get ours going ', 'Is that what you mean']",39,4,9.75,0.0,0.0,0.75,0.5,0.0,Matthew,Matthew,Fiona Bruce,2,1,3,3,1
64,18293_2,could the Scottish and the UK governments look to adapt using their successes rather than too much re-inventing of the wheel,Rhetorical Questioning,Why is it that other nations around the world have managed to expedite these processes,"['Are you referring to things like the app ', 'There are apps already being used in Germany, South Korea, other countries ', 'while we are still trying to get ours going ', 'Is that what you mean']",39,4,9.75,0.0,0.0,0.75,0.5,0.0,Matthew,Matthew,Fiona Bruce,2,1,3,3,1
65,18293_4,Are you referring to things like the app,Pure Questioning,could the Scottish and the UK governments look to adapt using their successes rather than too much re-inventing of the wheel,"['Most reasonable people would concede the Asian countries in particular ', 'whether it was swine flu or SARS ', 'they are probably ahead of the curve because they have gone through pandemics previously ', 'So they have been able to adapt technology ', 'there is plenty of other examples']",48,5,9.6,0.0,0.0,0.4,0.6,0.0,Fiona Bruce,Matthew,Matthew,1,1,1,3,3
66,18293_5,Is that what you mean,Assertive Questioning,while we are still trying to get ours going,"['Most reasonable people would concede the Asian countries in particular ', 'whether it was swine flu or SARS ', 'they are probably ahead of the curve because they have gone through pandemics previously ', 'So they have been able to adapt technology ', 'there is plenty of other examples']",48,5,9.6,0.0,0.0,0.4,0.6,0.0,Fiona Bruce,Fiona Bruce,Matthew,2,1,1,1,3
67,18295_1,in terms of what Alex was saying in terms of Boris Johnson failing as a communicateor,Assertive Questioning,coming forwards and booking the test,"['he is an excellent communicateor ', 'very effective at motivating the troops ', 'you can, of course, criticise any stage of the pandemic ', 'if only this or if only that ', 'extraordinary things have happened ', 'Extraordinary things have been achieved ', 'A huge growth in the volume of testing at an incredible pace ', 'given where we started']",68,8,8.5,0.375,0.0,0.375,0.125,0.125,Fiona Bruce,Helen Whately,Helen Whately,1,1,1,2,2
68,18299_1,What is the Government going to do,Assertive Questioning,,"[""I can't pre-empt the decision the Chancellor will make on that "", 'it is absolutely true we need to make sure people are able to afford what they need in life ', 'recognise the costs of this ', 'we do need to have something which is economically sustainable ', 'we need to have a way to be beginning to restart the economy ', 'because of the huge amount of economic support that has gone to those who are in employment, in businesses, across the economy ', 'We now need to get the economy back up and running and more people going back to work']",109,7,15.571428571428571,0.0,0.0,0.2857142857142857,0.5714285714285714,0.1428571428571428,Fiona Bruce,,Helen Whately,0,1,1,0,2
69,18300_1,"When it comes to care homes, I am specifically asking you, what would you have done differently?",Pure Questioning,Let's not talk about anything that has shown us up to be the unorganised party we are,"[""the circumstances that have been narrated by all three of the people who have spoken, I can't really disagree with their analysis "", 'At the time that COVID was coming towards us we realised that we thought the best thing to do was to ensure that older people who were being accommodated in hospitals where there was no clinical need for them to be there would be better protected if they were in care homes ', 'if there was an influx of COVID cases into hospitals where vulnerable, elderly people were, the danger of cross-infection was very high']",101,3,33.666666666666664,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,Fiona Bruce,Rina Unknown,John Swinney,1,1,1,3,2
70,18302_1,what is the compensation package going to be,Pure Questioning,You have various people going out to clean people's houses,"['the point Jeanette makes illustrates the fact there has to be ongoing support in place for individuals and businesses ', ""make sure people can navigate their way through what's going to be a difficult period "", 'they have to participate in contact tracing']",46,3,15.333333333333334,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,Fiona Bruce,Fiona Bruce,John Swinney,2,1,1,1,2
71,18302_2,What compensation will there be for them,Pure Questioning,They are told they have to self-isolate for 14 days,"['the point Jeanette makes illustrates the fact there has to be ongoing support in place for individuals and businesses ', ""make sure people can navigate their way through what's going to be a difficult period "", 'they have to participate in contact tracing']",46,3,15.333333333333334,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,Fiona Bruce,Fiona Bruce,John Swinney,2,1,1,1,2
72,18302_3,"What will be, specifically, the provision for the self-employed come to an end in three days",Pure Questioning,they have to participate in contact tracing,"['There has to be a need for an ongoing scheme of support to assist individuals in that respect ', 'we continue to press the UK Treasury to recognise this is not a short-term issue ', 'This is a long-term issue that we have to sustain']",56,3,18.666666666666668,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,Fiona Bruce,John Swinney,John Swinney,1,1,1,2,2
73,18302_4,What provision will be put in place for them,Pure Questioning,People working for Jeanette are self-employed,"['There has to be a need for an ongoing scheme of support to assist individuals in that respect ', 'we continue to press the UK Treasury to recognise this is not a short-term issue ', 'This is a long-term issue that we have to sustain']",56,3,18.666666666666668,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,Fiona Bruce,Fiona Bruce,John Swinney,2,1,1,1,2
